iter_num,completion_cross_entropy,context_cross_entropy,cross_entropy,detached_cross_entropy,full_cross_entropy,inproject_cross_entropy,infile_cross_entropy,commited_cross_entropy,common_cross_entropy,non_informative_cross_entropy,random_cross_entropy,completion_exact_match,inproject_top_1_accuracy,inproject_top_3_accuracy,inproject_top_5_accuracy,inproject_top_10_accuracy,epoch,learning_rate
1,0.7886875829822186,0.7717217756422214,0.7886875829822186,0.7717217756422214,0.7751159667968753,0.48614040461602975,0.5007728595591656,0.5296223738742916,0.6614342042323288,1.1401209274008475,0.6243295584025779,0.37060669994339523,0.8747845211912263,0.950335849729537,0.9658206027462403,0.9794626404327409,0.005220654213231096,7e-07
2,0.6950430967827123,0.7618185655725341,0.6950430967827123,0.7618185655725341,0.7470245361328132,0.4590127434910614,0.4547966840846962,0.376711200301055,0.5340513487363521,0.9673071316223071,0.5585004840815861,0.42310241117398173,0.8838359499835139,0.9526213001242804,0.9675349379866589,0.9791767063180055,0.010441308426462192,1.4e-06
3,0.7959406003166025,0.7588630523932881,0.7959406003166025,0.7588630523932881,0.7661743164062503,0.4629203845901647,0.5083644368138605,0.7670576792981655,0.5545577232283774,1.1658986106489315,0.6285772807149037,0.3760880552591677,0.8821792807300054,0.9523739813594886,0.9667691406821841,0.9788952325184209,0.015661962639693286,2.1e-06
4,0.8299614032229444,0.7504613440632153,0.8299614032229444,0.7504613440632153,0.7700500488281252,0.4776037295201358,0.46358922262873214,0.5314376599987454,0.5940552374877734,1.3491346457575861,0.560580652991472,0.3827228749136144,0.8782818580365499,0.9507659721196,0.9658637505541599,0.978671001428501,0.020882616852924384,2.8e-06
5,0.7331396524182552,0.7652650587192573,0.7331396524182552,0.7652650587192573,0.758682250976563,0.49694078155508636,0.4654598384515781,0.5330628951930922,0.4973530645884362,1.0518564097656065,0.5431547024281916,0.4270754615135485,0.8729237435472222,0.9487254928183593,0.9639714339208816,0.9776660336480595,0.026103271066155478,3.4999999999999995e-06
6,0.7076252814922755,0.7533284811469723,0.7076252814922755,0.7533284811469723,0.7436676025390632,0.43898068530462575,0.4080455271749945,0.3962165380758281,0.5617724989524764,1.0680749003404664,0.6196911987216882,0.39276820917202737,0.8871810103710304,0.9582436078314893,0.9719561396995123,0.981856884730576,0.03132392527938657,4.2e-06
7,0.6723171713833305,0.7558963752981775,0.6723171713833305,0.7558963752981775,0.7385864257812504,0.4878408783545492,0.4969133358968675,0.6122899310887595,0.41589819524706056,0.9312044714996695,0.5421232298585315,0.41356165107552456,0.8736039458019162,0.9515562106695391,0.9666364306366574,0.9795339871874823,0.03654457949261767,4.9e-06
8,0.7505004844038137,0.7478440922312706,0.7505004844038137,0.7478440922312706,0.7485351562500008,0.5225409065558871,0.5617780455538353,0.4831957763815404,0.6943100733929372,1.1966032665287536,0.5391089758399764,0.38432946773713944,0.8700781923922419,0.9450983665859699,0.9606255391379358,0.973954420235412,0.04176523370584877,5.6e-06
9,0.67375648218147,0.7358277810075078,0.67375648218147,0.7358277810075078,0.7238616943359379,0.49586187544950716,0.4828306417029204,0.6790938080334274,0.5933760748969182,0.9122048523175926,0.5264549836553977,0.4334645250505265,0.8719570532582119,0.9500106303816307,0.966647177633677,0.9788986924630594,0.04698588791907986,6.299999999999999e-06
10,0.7415959462930402,0.7324970789896956,0.7415959462930402,0.7324970789896956,0.734481811523438,0.4089404101328859,0.43766460264379614,0.3542472523214148,0.5411500626612336,1.0791204646166213,0.6360767138973863,0.38546069315300086,0.8918448015811099,0.9617725074114526,0.9747490508139596,0.9849950590315701,0.052206542132310955,6.999999999999999e-06
