iter_num,completion_cross_entropy,context_cross_entropy,cross_entropy,detached_cross_entropy,full_cross_entropy,inproject_cross_entropy,infile_cross_entropy,commited_cross_entropy,common_cross_entropy,non_informative_cross_entropy,random_cross_entropy,completion_exact_match,inproject_top_1_accuracy,inproject_top_3_accuracy,inproject_top_5_accuracy,inproject_top_10_accuracy,epoch,learning_rate
1,0.47113653619691465,0.5559392725812191,0.47113653619691465,0.5559392725812191,0.5332031250000006,0.21908162071274795,0.2661269681158458,0.3114512700718385,0.3966279738170604,0.7145866232258842,0.3916794625375136,0.5094348822468184,0.9398131163814497,0.9805131746477049,0.9872245840436781,0.9926843479574441,0.005220654213231096,7e-07
2,0.4229689270363092,0.5161460830126324,0.4229689270363092,0.5161460830126324,0.49048614501953136,0.22989392018981056,0.2489837424291466,0.2601030590815801,0.24735004117153986,0.6373354603645511,0.3266619419380611,0.5603761694701633,0.9402669565742586,0.9783173280183608,0.9854240905155927,0.9909001228080772,0.010441308426462192,1.4e-06
3,0.5015850546153003,0.5444078705485431,0.5015850546153003,0.5444078705485431,0.5335388183593753,0.2875849417517761,0.31148441042615516,0.48183618152012125,0.37141960197645274,0.7779993891515294,0.374163779452831,0.5122129436325679,0.9232814785267917,0.9722681254392463,0.9813854540619599,0.9885843447869774,0.015661962639693286,2.1e-06
4,0.4961977451339518,0.5623491686287283,0.4961977451339518,0.5623491686287283,0.5420150756835942,0.24260213054803378,0.22960303261815884,0.3235558081325691,0.27872958409221404,0.8766981713673276,0.3222945256782132,0.5305065833519303,0.935413767466687,0.9784013573021713,0.9856263225117715,0.9916312408258192,0.020882616852924384,2.8e-06
5,0.45259964170978073,0.502944748771323,0.45259964170978073,0.502944748771323,0.4898834228515627,0.28399448473202904,0.25074965775728003,0.33208545736567124,0.24631564462583058,0.6921160857670787,0.3209163440555461,0.5588159720437844,0.9246517835999225,0.9734558997653441,0.981722675507524,0.9887408236636456,0.026103271066155478,3.4999999999999995e-06
6,0.4334104163410005,0.5289786516265462,0.4334104163410005,0.5289786516265462,0.5018157958984376,0.22111259951725326,0.2070194731335701,0.23216666121312274,0.34874456271104304,0.6766742485701805,0.39664605591068863,0.5296294492866533,0.9420004054626883,0.9810722645091137,0.9877808289868962,0.9929044029561916,0.03132392527938657,4.2e-06
7,0.40533925398847953,0.5200193081776385,0.40533925398847953,0.5200193081776385,0.4892578125000006,0.24730263925452556,0.3114012444966823,0.3781505218561798,0.20221099667129763,0.5971631713754288,0.3248909173888863,0.5498374864572048,0.9373278236914601,0.9774955436720143,0.9845649003403014,0.9906619672662453,0.03654457949261767,4.9e-06
8,0.4325232844344423,0.5322876025428628,0.4325232844344423,0.5322876025428628,0.5051727294921876,0.22560844515335013,0.3259466257503075,0.2913427856362956,0.39820749351489326,0.7462996957836302,0.30975752734395795,0.5388581248806569,0.9415163355224874,0.9780946047052955,0.9851608612519744,0.9907099509518663,0.04176523370584877,5.6e-06
9,0.3955400551594977,0.4912577950470166,0.3955400551594977,0.4912577950470166,0.4675292968750004,0.2315594570653074,0.2416169312156078,0.411674806215401,0.36233417948219054,0.596944795837507,0.29180018687991405,0.582832532051282,0.9377351894881866,0.9792930435319035,0.9861405276469741,0.9916102897328865,0.04698588791907986,6.299999999999999e-06
10,0.4916461155443168,0.5268729809453576,0.4916461155443168,0.5268729809453576,0.5169448852539069,0.23663487715736595,0.27057985626175995,0.25478193535995514,0.3064331945120813,0.7507912279807727,0.41695960803756443,0.5041828571428572,0.9351197674665309,0.9802049519444975,0.9876519635923875,0.9926802876965184,0.052206542132310955,6.999999999999999e-06
