iter_num,completion_cross_entropy,context_cross_entropy,cross_entropy,detached_cross_entropy,full_cross_entropy,inproject_cross_entropy,infile_cross_entropy,commited_cross_entropy,common_cross_entropy,non_informative_cross_entropy,random_cross_entropy,completion_exact_match,inproject_top_1_accuracy,inproject_top_3_accuracy,inproject_top_5_accuracy,inproject_top_10_accuracy,epoch,learning_rate
1,0.8390316403516974,0.9067959514267362,0.8390316403516974,0.9067959514267362,0.8743286132812503,0.5514914819749736,0.5381577392208775,0.547840781681233,0.6602883575328751,1.1607922053971438,0.6579304249063811,0.35304213507251353,0.8597457627118644,0.943114406779661,0.9609639830508474,0.9753177966101695,0.005220654213231096,7e-07
2,0.8119744662198943,1.0012769256364356,0.8119744662198943,1.0012769256364356,0.9098358154296884,0.6012746511386718,0.4979173268138108,0.4794755968964307,0.557671758819213,1.1338022414811064,0.5787105120737004,0.3627391038518648,0.8525067818748117,0.9348940018084999,0.9517733346729629,0.9696071536220235,0.010441308426462192,1.4e-06
3,0.8576062269165824,0.9096017039260331,0.8576062269165824,0.9096017039260331,0.8851318359375006,0.5549845641224173,0.5331190006750528,0.6954960832390535,0.6716837606497965,1.2113402448970205,0.6418743093005248,0.3507449450159631,0.8597881281736999,0.9416039222552968,0.9587200140080546,0.9746979513220102,0.015661962639693286,2.1e-06
4,0.8852142976358782,0.9029118662339418,0.8852142976358782,0.9029118662339418,0.8944396972656254,0.602844731318032,0.5959407625564332,0.543268512406736,0.6658357115441761,1.2641618154488736,0.6196294300830362,0.3513255106475445,0.850358063592094,0.9336579776568319,0.9529074763678029,0.9684904038957319,0.020882616852924384,2.8e-06
5,0.8506313148930373,0.944782863598846,0.8506313148930373,0.944782863598846,0.8985290527343758,0.6092133266316604,0.49165337333851805,0.5893225644516419,0.5589668912241658,1.1665546694717572,0.64734734209273,0.35662237462494645,0.8475946372239748,0.9355776813880127,0.953913643533123,0.9708694794952681,0.026103271066155478,3.4999999999999995e-06
6,0.8350893605261754,0.9739739696424632,0.8350893605261754,0.9739739696424632,0.9071044921875007,0.5057374988544151,0.46671244135085543,0.4908499338781705,0.5741087840153621,1.1872851819324028,0.6940922991396868,0.3733721883252891,0.8721542896908241,0.9508400437419227,0.965752062829307,0.9770354906054279,0.03132392527938657,4.2e-06
7,0.8468820322692593,0.906935576363695,0.8468820322692593,0.906935576363695,0.8778381347656257,0.5873732764448654,0.6208648770354517,0.6595482695874552,0.5913717994310099,1.114685064664606,0.6791788053705852,0.33594851904090267,0.8515047117235789,0.9381902928361536,0.9571385145404803,0.9723882865538555,0.03654457949261767,4.9e-06
8,0.8577978613754582,0.9414994161663918,0.8577978613754582,0.9414994161663918,0.9006042480468756,0.6556682145913408,0.5725353308156197,0.5352437481530727,0.7545815719816688,1.2654936372532817,0.6187453020168023,0.337099316868103,0.8395387941388421,0.9275042036992553,0.946817199135239,0.9645447994234927,0.04176523370584877,5.6e-06
9,0.7819239048647807,0.9606433006690938,0.7819239048647807,0.9606433006690938,0.8753967285156252,0.5787642758055711,0.5280043020756288,0.7001352517802067,0.6125541953153391,1.018521166781713,0.6174895846374026,0.36926215572934373,0.8546403825509905,0.9396408704986825,0.9582316775641652,0.9724797501707817,0.04698588791907986,6.299999999999999e-06
10,0.8913112554635744,0.9300726874949811,0.8913112554635744,0.9300726874949811,0.9117431640625004,0.48720917276424835,0.4259280430881192,0.50964024577822,0.49507750054169875,1.2027183331505982,0.7675167082813296,0.33495440729483283,0.8730678901086897,0.9510623190780491,0.9670107597356491,0.9800644491779998,0.052206542132310955,6.999999999999999e-06
