iter_num,completion_cross_entropy,context_cross_entropy,cross_entropy,detached_cross_entropy,full_cross_entropy,inproject_cross_entropy,infile_cross_entropy,commited_cross_entropy,common_cross_entropy,non_informative_cross_entropy,random_cross_entropy,completion_exact_match,inproject_top_1_accuracy,inproject_top_3_accuracy,inproject_top_5_accuracy,inproject_top_10_accuracy,epoch,learning_rate
1,0.6704507246289514,0.7418456397137658,0.6704507246289514,0.7418456397137658,0.7064514160156252,0.4561423627176501,0.36320213101418547,0.42111895348534806,0.5204146499719419,0.9270124075349754,0.5289855577083372,0.3690025880947641,0.8799415823135418,0.9532658508334593,0.9687767537895956,0.9801077705595004,0.005220654213231096,7e-07
2,0.6583773033240918,0.8015099047474478,0.6583773033240918,0.8015099047474478,0.730514526367188,0.4589055361394177,0.3306606610193431,0.3779452354428782,0.3813127211069216,0.9241543418603232,0.46319766724934647,0.3742862969004894,0.8816132264529059,0.9522044088176352,0.9654308617234469,0.9765531062124249,0.010441308426462192,1.4e-06
3,0.7052521172584476,0.728356080675697,0.7052521172584476,0.728356080675697,0.7169799804687506,0.4588398097986063,0.4029384145356353,0.5453904567798048,0.5433301541394803,1.010274793119098,0.5012940662315963,0.3535301931133136,0.8812296626134613,0.9547867785579722,0.9680167836958383,0.9801335845178969,0.015661962639693286,2.1e-06
4,0.7268169684687106,0.71403509940598,0.7268169684687106,0.71403509940598,0.7201843261718756,0.4928381505524183,0.4627766271258002,0.42403092774205237,0.5537503203655261,1.0307149730489362,0.5014759273031312,0.3628882945895906,0.8746941628801118,0.9495514388908307,0.9635325643714319,0.9765233601304905,0.020882616852924384,2.8e-06
5,0.6843641598067116,0.7447852228590371,0.6843641598067116,0.7447852228590371,0.7145690917968756,0.47629015553413967,0.3543279527339093,0.4449724007915978,0.4160252731690293,0.9390276672453816,0.516580785648996,0.3758971291866029,0.8763485886004236,0.9520173407557022,0.9666486033794768,0.9785703729247747,0.026103271066155478,3.4999999999999995e-06
6,0.6596865011117017,0.7758122702728574,0.6596865011117017,0.7758122702728574,0.7181701660156258,0.4272610211144521,0.404673101653852,0.38019153286585955,0.45558822424703055,0.9164284267782813,0.5354829254563732,0.38329519450800914,0.8923186998517912,0.9587570910205959,0.9715337047069045,0.9817549956559514,0.03132392527938657,4.2e-06
7,0.7019316505362909,0.715013778223044,0.7019316505362909,0.715013778223044,0.7086181640625004,0.46354192058307325,0.49644543513414763,0.5104424430616952,0.48508831521739115,0.9516428966151869,0.5468325971186846,0.3414510913500404,0.8833365834633385,0.9548556942277691,0.968116224648986,0.9789879095163807,0.03654457949261767,4.9e-06
8,0.7083537690113518,0.7540978800864523,0.7083537690113518,0.7540978800864523,0.7313537597656257,0.5173895515822499,0.45238748661083006,0.41020087908981445,0.6619841438039459,1.0416990827976809,0.5109588596347335,0.3388838429710364,0.865551776266062,0.9460506424792139,0.9606953892668179,0.9746315192743764,0.04176523370584877,5.6e-06
9,0.6431381772578068,0.7686468670155873,0.6431381772578068,0.7686468670155873,0.7064666748046877,0.46252234767118866,0.3870208701344324,0.5754264104384337,0.48444085788232694,0.8556475890073435,0.4894079055295188,0.36779560308972076,0.8787480643798977,0.9559382478532213,0.9690300783632866,0.9796818544413683,0.04698588791907986,6.299999999999999e-06
10,0.748831707585078,0.7448948851546249,0.748831707585078,0.7448948851546249,0.7469787597656254,0.3925578424698227,0.35870569432742705,0.4156135757528812,0.4061221488246833,1.0045811016941406,0.6337648550475212,0.35085847317877583,0.8962445960727121,0.9645294025730506,0.9756758164487733,0.9840616698786395,0.052206542132310955,6.999999999999999e-06
11,0.6656559747685536,0.7560778140753828,0.6656559747685536,0.7560778140753828,0.7109680175781253,0.48762598604818186,0.445645834392799,0.4480373049453949,0.45841986249486427,0.9204921737388851,0.5148893098965376,0.3641437383726623,0.8728974176735371,0.9488272921108742,0.9645226249703862,0.9763681592039801,0.05742719634554205,7.699999999999999e-06
12,0.6543612501090967,0.711338550596683,0.6543612501090967,0.711338550596683,0.6830596923828132,0.5829582173886756,0.40775311442099854,0.3261963517229107,0.6355945880596454,0.8679351640053222,0.5033170262618704,0.3680269956764737,0.8534190106692532,0.9358026188166828,0.9539888457807953,0.9689015518913676,0.06264785055877314,8.4e-06
13,0.7446718551129393,0.763512060383769,0.7446718551129393,0.763512060383769,0.7543029785156251,0.5731535754161872,0.5308256558115746,0.4542009771866549,0.5516441182156918,1.0485716426425555,0.5149057402201456,0.34057315233785823,0.8554906473122087,0.9360358765563227,0.9545052221632148,0.9722074703487343,0.06786850477200425,9.1e-06
14,0.6191181083472583,0.6883414670900252,0.6191181083472583,0.6883414670900252,0.6539459228515628,0.39777743134269966,0.4048887035741346,0.351953253947513,0.369578339906958,0.8622999072210202,0.5317398979053892,0.42035141919289437,0.8958714091569426,0.9611509442804255,0.9734289329396879,0.9826139931580674,0.07308915898523534,9.8e-06
15,0.6171833670495999,0.7144586057229986,0.6171833670495999,0.7144586057229986,0.6660461425781257,0.4134281388560692,0.36052309640948127,0.43539571579108305,0.42698703700359136,0.8474050909684464,0.4698222390968512,0.38872960949085517,0.8934791843670349,0.9591652506372133,0.9721219201359388,0.9821580288870009,0.07830981319846643,1.05e-05
16,0.572202357854971,0.7130153116343163,0.572202357854971,0.7130153116343163,0.6430664062500002,0.4023704468238613,0.347892421852434,0.39768666049890367,0.5732331502503452,0.854002379462292,0.4451770499656216,0.4022368291965074,0.8946887900920927,0.9601460781200382,0.9726500476341696,0.9828120038107335,0.08353046741169753,1.12e-05
17,0.6268267547932936,0.6964316868315227,0.6268267547932936,0.6964316868315227,0.6618652343749999,0.4689810620574492,0.38552094496947265,0.39891306698289714,0.5752734726281477,0.9239255126248529,0.45830250923450844,0.38241579322275365,0.8833589720387295,0.9522667631888517,0.965704461134739,0.9766084517238259,0.08875112162492862,1.1899999999999998e-05
18,0.6645221130075691,0.6969225684665895,0.6645221130075691,0.6969225684665895,0.6809387207031252,0.48151405550213916,0.40987598985875584,0.405889616763279,0.5897046925566344,0.9107419216017377,0.5204564346009634,0.35446172130335746,0.8757186258471605,0.9504089740593596,0.9656929189062865,0.9783594297733115,0.09397177583815972,1.2599999999999998e-05
19,0.6207976990573155,0.6802688090627392,0.6207976990573155,0.6802688090627392,0.6506881713867191,0.5187894088541467,0.3660949670758377,0.4413463481225134,0.6851792888068337,0.8680130348295265,0.4638727021038998,0.40391010783029324,0.8700257132361945,0.9445328762091343,0.9587976000979552,0.9723276600955063,0.09919243005139082,1.3299999999999998e-05
